Rg	Dos.	Favoris	Vidéo	NOM Prénom	Tps	Cat	Rg/Cat	Rg/S	Equipe	TOD	Swim	Cycle	Run	Swim	Cycle	Run
822	570			Huu Tien Fabrice LAI	03:23:35	VEM	420	757	WILD TEAM TRI	18:07:27	00:50:40	01:32:59	00:59:55	00:50:40	01:32:59	00:59:55
823	794			Henri LEGRAIN	03:24:31	SEM	332	758	PARIS	18:08:23	00:46:25	01:28:47	01:09:19	00:46:25	01:28:47	01:09:19
824	717			Emmanuel VALLET	03:24:59	SEM	333	759	RENNES	18:08:51	00:46:06	01:31:03	01:07:49	00:46:06	01:31:03	01:07:49
825	741			Jean-Francois CHOQUART	03:25:19	VEM	421	760	LA BAULE-ESCOUBLAC	18:09:11	00:48:55	01:30:27	01:05:56	00:48:55	01:30:27	01:05:56
826	398			Nadia ROUVIERE	03:25:31	SEF	34	66	ISSY TRI	18:09:22	00:49:30	01:37:25	00:58:35	00:49:30	01:37:25	00:58:35
827	395			Eric IMBERT	03:25:31	VEM	422	761	ISSY TRI	18:09:23	00:49:33	01:37:22	00:58:35	00:49:33	01:37:22	00:58:35
828	889			Florian PERROT	03:25:34	VEM	423	762	PARIS	18:09:25	00:54:15	01:29:57	01:01:21	00:54:15	01:29:57	01:01:21
829	564			Gilles PEUREUX	03:26:27	VEM	424	763	WILD TEAM TRI	18:10:19	00:49:07	01:36:04	01:01:15	00:49:07	01:36:04	01:01:15
830	679			Florian RANNOU	03:26:47	SEM	334	764	VILLENAVE-D ORNON	18:10:39	00:51:51	01:36:32	00:58:24	00:51:51	01:36:32	00:58:24
831	575			Marc FOURNIER	03:28:35	SEM	335	765	WILD TEAM TRI	18:12:27	00:50:17	01:38:35	00:59:43	00:50:17	01:38:35	00:59:43
832	110			Pierre ROUGIER	03:28:40	VEM	425	766	TRI CLUB NANTAIS	18:12:32	00:51:15	01:32:53	01:04:31	00:51:15	01:32:53	01:04:31
833	1003			Constance MARLE	03:28:52	SEF	35	67	TEAM OLORON TRIATHLON	18:12:44	00:49:08	01:40:54	00:58:49	00:49:08	01:40:54	00:58:49
834	117			Philippe BAZAUD	03:29:18	VEM	426	767	TRI COTE D AMOUR	18:13:10	00:47:06	01:32:56	01:09:15	00:47:06	01:32:56	01:09:15
835	655			Yves TRIAS	03:30:16	VEM	427	768	TRINOSAURES	18:14:08	00:51:44	01:34:30	01:04:01	00:51:44	01:34:30	01:04:01
836	656			Christophe BELORGEOT	03:31:09	VEM	428	769	TRINOSAURES	18:15:01	00:46:05	01:35:31	01:09:31	00:46:05	01:35:31	01:09:31
837	435			Karine LE TALLEC	03:31:16	VEF	31	68	TEAM CONCARNEAU TRIATHLON	18:15:07	00:52:36	01:32:29	01:06:10	00:52:36	01:32:29	01:06:10
838	469			Anthony AVENARD	03:31:16	VEM	429	770	CORMARIS TRI	18:15:08	00:51:47	01:36:10	01:03:18	00:51:47	01:36:10	01:03:18
839	700			Rafik OUGHANEM	03:32:04	SEM	336	771	NANTES	18:15:56	00:49:57	01:40:25	01:01:41	00:49:57	01:40:25	01:01:41
840	823			Aurelien ETOUBLEAU	03:32:48	SEM	337	772	SAUVIAT-SUR-VIGE	18:16:40	00:50:21	01:45:40	00:56:46	00:50:21	01:45:40	00:56:46
841	490			Patrick LE GAREC	03:33:21	VEM	430	773	BEST TRI SAINT NAZAIRE	18:17:13	00:50:32	01:36:49	01:06:00	00:50:32	01:36:49	01:06:00
842	910			Anne ODRU	03:35:07	SEF	36	69	TRIATHLON MEDIA CLUB	18:18:58	00:48:35	00:52:10	01:54:20	00:48:35	00:52:10	01:54:20
843	912			Philippe GINESTE	03:35:15	VEM	431	774	STRASBOURG	18:19:07	00:52:15	01:46:44	00:56:15	00:52:15	01:46:44	00:56:15
844	54			Jean Paul BERTRAND DEMANES	03:35:27	VEM	432	775	TRI CLUB NANTAIS	18:19:19	00:49:26	01:31:00	01:15:01	00:49:26	01:31:00	01:15:01
845	826			Hortense BRUNIER	03:37:51	SEF	37	70	PARIS	18:21:43	00:49:49	00:55:03	01:52:58	00:49:49	00:55:03	01:52:58
846	988			Matthieu KELLER	03:38:16	SEM	338	776	CLUB YERROIS DE TRI 91	18:22:08	00:50:59	01:35:38	01:11:38	00:50:59	01:35:38	01:11:38
847	28			Ronan RICHARTE	03:38:18	VEM	433	777	SAINT HERBLAIN TRI	18:22:09	00:52:24	01:39:40	01:06:13	00:52:24	01:39:40	01:06:13
848	853			Virginie THEBAULT	03:38:30	VEF	32	71	TEAM WELLNESS	18:22:22	00:53:00	01:44:30	01:00:59	00:53:00	01:44:30	01:00:59
849	380			Laurence JUSTE	03:39:03	VEF	33	72	COURBEVOIE TRI	18:22:54	00:55:57	01:38:14	01:04:51	00:55:57	01:38:14	01:04:51
850	230			Jacques LAGNEAU	03:42:07	VEM	434	778	TOBESPORT	18:25:58	00:53:15	01:26:38	01:22:13	00:53:15	01:26:38	01:22:13
851	447			Thomas PEUTIN	03:43:24	SEM	339	779	ISSY-LES-MOULINEAUX	18:27:16	00:52:44	01:53:14	00:57:26	00:52:44	01:53:14	00:57:26
852	583			Gregoire AMAR	03:45:55	SEM	340	780	TUVB TRI	18:29:47	00:47:00	01:51:31	01:07:23	00:47:00	01:51:31	01:07:23
853	1001			Anne-Laure CHADEYRAS	03:48:54	SEF	38	73	SAINT-MANDE	18:32:45	00:48:37	01:48:15	01:12:01	00:48:37	01:48:15	01:12:01
854	189			Alexandre BRANDT-KASPER	03:55:53	VEM	435	781	ASPTT ANGERS	18:39:45	00:47:33	01:47:18	01:21:01	00:47:33	01:47:18	01:21:01
999999	4			Eric DEZELUS	DNS | Non-partant	VEM	999999	999999	CONSEIL REGIONAL |	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	5			Brendan LE RESTE	DNS | Non-partant	VEM	999999	999999	CONSEIL REGIONAL |	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	7			Thierry BAUDET	DNS | Non-partant	VEM	999999	999999	AIRBUS |	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	24			Marc JOLIDON	STA | Partant en course	VEM	999999	999999	SAINT HERBLAIN TRI	14:43:51	00:36:15	99:99:99	99:99:99	00:36:15	99:99:99	99:99:99
999999	57			Frederic BROSSARD	DNS | Non-partant	VEM	999999	999999	TRI CLUB NANTAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	63			Christian CONAN	STA | Partant en course	VEM	999999	999999	TRI CLUB NANTAIS	14:43:51	00:37:53	01:10:28	99:99:99	00:37:53	01:10:28	99:99:99
999999	64			Pascal DANIEL	STA | Partant en course	VEM	999999	999999	TRI CLUB NANTAIS	14:43:51	00:32:58	99:99:99	99:99:99	00:32:58	99:99:99	99:99:99
999999	78			Eric HOUBEAUT	DNS | Non-partant	VEM	999999	999999	TRI CLUB NANTAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	107			Fabien RIVIER	STA | Partant en course	VEM	999999	999999	TRI CLUB NANTAIS	14:43:51	00:38:38	99:99:99	99:99:99	00:38:38	99:99:99	99:99:99
999999	109			Jean David ROSENBAUM	DNS | Non-partant	VEM	999999	999999	TRI CLUB NANTAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	121			Jan CHERBONNIER	DNS | Non-partant	JUM	999999	999999	TRI COTE D AMOUR	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	136			Fabienne LABBEY	DNS | Non-partant	VEF	999999	999999	TRI COTE D AMOUR	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	146			Xavier PLASSAIS	DNS | Non-partant	VEM	999999	999999	TRI COTE D AMOUR	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	151			Fabien TASTET	DNS | Non-partant	SEM	999999	999999	TRI COTE D AMOUR	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	158			Arnaud BLAIS	DNS | Non-partant	VEM	999999	999999	TRI SPORT COUERONNAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	170			Philippe NERRIERE	STA | Partant en course	VEM	999999	999999	TRI VELOCE SAINT SEBASTIEN	14:43:51	00:41:41	99:99:99	99:99:99	00:41:41	99:99:99	99:99:99
999999	179			Simon HODE	DNS | Non-partant	SEM	999999	999999	ANGERS TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	186			Stephane MENET	STA | Partant en course	VEM	999999	999999	ANJOU TRI TRELAZE	14:43:51	00:39:12	99:99:99	99:99:99	00:39:12	99:99:99	99:99:99
999999	187			Laurent BABARIT	DNS | Non-partant	VEM	999999	999999	ASPTT ANGERS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	190			Jean Louis GIRARD	DNS | Non-partant	VEM	999999	999999	ASPTT ANGERS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	194			Pascal MOURIN	STA | Partant en course	VEM	999999	999999	ASPTT ANGERS	14:43:51	00:35:26	99:99:99	99:99:99	00:35:26	99:99:99	99:99:99
999999	197			Nicolas THULEAU	DNS | Non-partant	VEM	999999	999999	ASPTT ANGERS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	200			Antoine JOUET	STA | Partant en course	VEM	999999	999999	CHOLET TRI	14:43:51	00:32:09	99:99:99	99:99:99	00:32:09	99:99:99	99:99:99
999999	201			Philippe RAOUX	DNS | Non-partant	VEM	999999	999999	CHOLET TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	236			Christophe RENAULT	DNS | Non-partant	VEM	999999	999999	TOBESPORT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	243			Frederic LE GARJAN	STA | Partant en course	VEM	999999	999999	FREE IRON TEAM	14:43:51	00:49:34	01:29:22	99:99:99	00:49:34	01:29:22	99:99:99
999999	244			Bertrand AUPIED	DNS | Non-partant	VEM	999999	999999	CHATEAU GONTIER TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	260			Alain GUILLET	STA | Partant en course	VEM	999999	999999	LAVAL TRI CLUB	14:43:51	00:40:25	99:99:99	99:99:99	00:40:25	99:99:99	99:99:99
999999	265			Benoit SUPLY	DNS | Non-partant	VEM	999999	999999	PLOEMEUR TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	276			Guy HUET	DNS | Non-partant	VEM	999999	999999	URKIROLAK TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	291			Ludovic COLLET	STA | Partant en course	SEM	999999	999999	MAT 72  LE MANS ASSOCIATION TRIA	14:43:51	00:32:33	01:09:01	99:99:99	00:32:33	01:09:01	99:99:99
999999	304			Nadine PERRUSSEL	DNS | Non-partant	VEF	999999	999999	SABLE TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	309			Paul Andre BRES	STA | Partant en course	VEM	999999	999999	CLUB DES NAGEURS DE PARIS	14:43:51	00:36:13	01:19:18	99:99:99	00:36:13	01:19:18	99:99:99
999999	311			Baptiste ELJASZEWICZ	STA | Partant en course	SEM	999999	999999	CLUB DES NAGEURS DE PARIS	14:43:51	00:25:21	01:08:21	99:99:99	00:25:21	01:08:21	99:99:99
999999	314			Emmanuelle RICA	DNS | Non-partant	SEF	999999	999999	CLUB DES NAGEURS DE PARIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	317			Rafael CODINA TORMO	STA | Partant en course	SEM	999999	999999	PARIS SPORT CLUB	14:43:51	00:41:53	01:27:52	99:99:99	00:41:53	01:27:52	99:99:99
999999	320			Cecile BOURGAIN	DNS | Non-partant	VEF	999999	999999	STADE FRANCAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	325			Dominique KOEHLER	DNS | Non-partant	VEM	999999	999999	STADE FRANCAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	327			Laurent SAINT-MARTIN	DNS | Non-partant	SEM	999999	999999	STADE FRANCAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	328			Thomas URLACHER	DNS | Non-partant	VEM	999999	999999	STADE FRANCAIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	335			Guillaume FREBOURG	DNS | Non-partant	SEM	999999	999999	MSA TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	336			Benjamin BACHELET	DNS | Non-partant	SEM	999999	999999	ROUEN TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	338			Arnaud CHIVOT	DNS | Non-partant	SEM	999999	999999	ROUEN TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	344			Benjamin POULAIN	DNS | Non-partant	SEM	999999	999999	ROUEN TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	345			Eric PREVOST	DNS | Non-partant	SEM	999999	999999	ROUEN TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	355			Christophe EMONET	STA | Partant en course	VEM	999999	999999	SAINTE GENEVIEVE TRI	14:43:51	00:45:23	99:99:99	99:99:99	00:45:23	99:99:99	99:99:99
999999	357			Richard LEFEVRE	DNS | Non-partant	VEM	999999	999999	SAINTE GENEVIEVE TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	360			Nicolas GERNIGON	STA | Partant en course	SEM	999999	999999	US PALAISEAU TRI	14:43:51	00:45:27	99:99:99	99:99:99	00:45:27	99:99:99	99:99:99
999999	362			Eric BERNIOLLES	DNS | Non-partant	VEM	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	363			Boris DE SAINT JORE	DNS | Non-partant	SEM	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	364			Augustin DECRE	DNS | Non-partant	VEM	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	366			Valerie JEUDY	DNS | Non-partant	SEF	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	369			Gabriele MANDURINO	DNS | Non-partant	VEM	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	370			Jean Philippe RODENBURGER	DNS | Non-partant	SEM	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	371			Jerome SUISSE DELIS	DNS | Non-partant	VEM	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	372			Nicolas VIROL	DNS | Non-partant	SEM	999999	999999	ATHLETIC CLUB BOULOGNE BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	375			Charles Philippe DECORI	DNS | Non-partant	VEM	999999	999999	COURBEVOIE TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	379			Christelle HOMMET	STA | Partant en course	VEF	999999	999999	COURBEVOIE TRI	14:43:51	00:54:27	00:53:43	99:99:99	00:54:27	00:53:43	99:99:99
999999	392			Edouard ADELUS	DNS | Non-partant	SEM	999999	999999	ISSY TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	393			Bernard COTHIAS	DNS | Non-partant	VEM	999999	999999	ISSY TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	399			Carole BINJACAR	DNS | Non-partant	SEF	999999	999999	LEVALLOIS TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	400			Blaise CHAVANNE	DNS | Non-partant	SEM	999999	999999	LEVALLOIS TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	410			Olivia JACQUET	DNS | Non-partant	SEF	999999	999999	EPPG TRI CLUB 93	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	417			Jean Francois ORHAN	DNS | Non-partant	VEM	999999	999999	VALLEE DE MONTMORENCY TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	418			Philippe BRETON	DNS | Non-partant	VEM	999999	999999	353 TRIATHLON CLUB	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	425			Philippe CORREIA	STA | Partant en course	VEM	999999	999999	ASTC THALES	14:43:51	00:43:16	01:48:00	99:99:99	00:43:16	01:48:00	99:99:99
999999	427			Yann GROLIER	DNS | Non-partant	SEM	999999	999999	E  C  SARTROUVILLE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	429			Bertrand HAUDEGOND	DNS | Non-partant	VEM	999999	999999	TC JOUE LES TOURS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	436			Binjamin CHIRON	STA | Partant en course	SEM	999999	999999	THOUARS TRI	14:43:51	00:31:50	01:08:44	99:99:99	00:31:50	01:08:44	99:99:99
999999	442			Thomas LE NENAON	DNS | Non-partant	VEM	999999	999999	OUEST France |	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	446			Jimmy GUILLOTEAU	STA | Partant en course	SEM	999999	999999	SAINT-AIGNAN-GRANDLIEU	14:43:51	00:46:11	99:99:99	99:99:99	00:46:11	99:99:99	99:99:99
999999	449			Gregoire WANTIEZ	DNS | Non-partant	SEM	999999	999999	AMICALE DES BOULISTES OPPYNOIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	450			Christophe GERMAIN	DNS | Non-partant	VEM	999999	999999	AUDENCIA |	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	459			Stephane POULAIN	DNS | Non-partant	VEM	999999	999999	NANTES TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	464			Renaud JOUET	DNS | Non-partant	VEM	999999	999999	CORMARIS TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	466			Fabien CASELLINO	STA | Partant en course	SEM	999999	999999	CORMARIS TRI	14:43:51	00:48:46	01:31:24	99:99:99	00:48:46	01:31:24	99:99:99
999999	467			Matthieu CASELLINO	STA | Partant en course	SEM	999999	999999	CORMARIS TRI	14:43:51	00:42:24	01:35:41	99:99:99	00:42:24	01:35:41	99:99:99
999999	468			Franck BUDAIL	STA | Partant en course	VEM	999999	999999	CORMARIS TRI	14:43:51	00:51:17	01:34:05	99:99:99	00:51:17	01:34:05	99:99:99
999999	472			Valentin CLAUDEL	DNS | Non-partant	SEM	999999	999999	BOUGUENAIS CLUB TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	475			Stephane OHLMANN	STA | Partant en course	VEM	999999	999999	BLAIN TRI	14:43:51	00:38:03	99:99:99	99:99:99	00:38:03	99:99:99	99:99:99
999999	477			Emmanuel GAUTHIER	STA | Partant en course	SEM	999999	999999	BLAIN TRI	14:43:51	00:37:25	99:99:99	99:99:99	00:37:25	99:99:99	99:99:99
999999	481			Christophe VIDOU	DNS | Non-partant	VEM	999999	999999	BEST TRI SAINT NAZAIRE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	501			Michael FREHEL	STA | Partant en course	VEM	999999	999999	BEST TRI SAINT NAZAIRE	14:43:51	00:33:37	99:99:99	99:99:99	00:33:37	99:99:99	99:99:99
999999	507			Faride BENNACEUR	DNS | Non-partant	VEM	999999	999999	BEST TRI SAINT NAZAIRE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	509			Cyrille VISONNEAU	DNS | Non-partant	VEM	999999	999999	ATHLETIC RETZ SUD LAC	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	523			Gilles SIMONNEAUX	DNS | Non-partant	VEM	999999	999999	RENNES TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	528			Philippe BARIL	DNS | Non-partant	VEM	999999	999999	RENNES TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	536			Pierre LEBOUCHER	DNS | Non-partant	SEM	999999	999999	ROCHEFORT TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	543			Sylvie MAHE	DNS | Non-partant	VEF	999999	999999	LA ROCHELLE TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	552			Jean-Emmanuel GEROUARD	DNS | Non-partant	VEM	999999	999999	CAEN TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	559			Jean Pierre DORNEAU	DNS | Non-partant	VEM	999999	999999	YPRL SAINT CYR TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	565			Vincent PEENAERT	STA | Partant en course	VEM	999999	999999	WILD TEAM TRI	14:43:51	00:44:19	01:17:25	99:99:99	00:44:19	01:17:25	99:99:99
999999	571			Olivier HAKIM	DNS | Non-partant	VEM	999999	999999	WILD TEAM TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	573			Tony GONCALVES	STA | Partant en course	SEM	999999	999999	WILD TEAM TRI	14:43:51	00:51:06	01:33:27	99:99:99	00:51:06	01:33:27	99:99:99
999999	584			Gaetan MOREAU	DNS | Non-partant	VEM	999999	999999	TRI FLERS LA FERTE MACE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	595			Jean-Philippe MARTIN	DNS | Non-partant	SEM	999999	999999	SAINT GREGOIRE TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	598			Bertrand SIFFROY	DNS | Non-partant	VEM	999999	999999	SAINT GREGOIRE TRIATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	599			Jean Paul DELBERT	DNS | Non-partant	VEM	999999	999999	ROYAL TRI LILLE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	601			Jacoby MYARA	DNS | Non-partant	VEM	999999	999999	RACING MULTI ATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	603			Julien DURAND	DNS | Non-partant	SEM	999999	999999	RACING MULTI ATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	607			Christian VARLET	DNS | Non-partant	VEM	999999	999999	OLYMPIQUE CLUB CESSONNAIS DE NATATION	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	609			Eric KERANTERFF	STA | Partant en course	VEM	999999	999999	OLYMPIQUE CLUB CESSONNAIS DE NATATION	14:43:51	00:28:25	01:08:00	99:99:99	00:28:25	01:08:00	99:99:99
999999	623			Thomas NICOLLE	DNS | Non-partant	SEM	999999	999999	LES TRITONS CONDEENS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	629			Olivier GORLICH	DNS | Non-partant	VEM	999999	999999	GARNISON RENNES TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	632			Laurence KOEHLER CAZABAN	DNS | Non-partant	VEF	999999	999999	CA VILLENAVE D ORNON TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	642			Benjamin GREGOIRE	DNS | Non-partant	SEM	999999	999999	ASFAS TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	653			Jeffrey WACQUANT	STA | Partant en course	SEM	999999	999999	TRINOSAURES	14:43:51	00:32:52	01:25:01	99:99:99	00:32:52	01:25:01	99:99:99
999999	654			Chantal WACQUANT	STA | Partant en course	VEF	999999	999999	TRINOSAURES	14:43:51	00:54:14	01:46:33	99:99:99	00:54:14	01:46:33	99:99:99
999999	680			Thierry WIES	STA | Partant en course	SEM	999999	999999	YOUNITED CREDIT	14:43:51	00:45:04	99:99:99	99:99:99	00:45:04	99:99:99	99:99:99
999999	684			Alexandre DEGRAVE	DNS | Non-partant	SEM	999999	999999	LES VARIETES - ANGERS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	688			Simon DECLERCK	STA | Partant en course	SEM	999999	999999	PARIS	14:43:51	00:42:15	99:99:99	99:99:99	00:42:15	99:99:99	99:99:99
999999	691			Catherine CARLINO	STA | Partant en course	VEF	999999	999999	C2N	14:43:51	00:54:26	99:99:99	99:99:99	00:54:26	99:99:99	99:99:99
999999	693			Guillaume WIES	DNS | Non-partant	SEM	999999	999999	NANTES	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	698			Sebastien LE BERRE	DNS | Non-partant	SEM	999999	999999	PARIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	704			Cyril LATHULIERE	DNS | Non-partant	SEM	999999	999999	TRIOMPHE TRIATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	713			Alexandre ROUZIOU	DNS | Non-partant	SEM	999999	999999	PONTCHATEAU	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	722			William POIRSON	DNS | Non-partant	VEM	999999	999999	LA FRETTE-SUR-SEINE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	723			Benoit CHATELIER	DNS | Non-partant	SEM	999999	999999	LE POULIGUEN	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	725			Pierre CHATELIER	STA | Partant en course	SEM	999999	999999	LE POULIGUEN	14:43:51	00:41:24	99:99:99	99:99:99	00:41:24	99:99:99	99:99:99
999999	726			Laurent DESPRETZ	DNS | Non-partant	VEM	999999	999999	NANTES	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	727			Jean Francois RIMBERT	DNS | Non-partant	VEM	999999	999999	LE HAVRE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	730			Sebastien TRIVIAUX	STA | Partant en course	VEM	999999	999999	MONTIGNY-LES-CORMEILLES	14:43:51	00:42:04	01:17:42	99:99:99	00:42:04	01:17:42	99:99:99
